,Stable,Norbits,Mplanet,RH/a,a1,P1,e1,pomega1,inc1,Omega1,f1,a2,P2,e2,pomega2,inc2,Omega2,f2,a3,P3,e3,pomega3,inc3,Omega3,f3
0,True,1000000.0,1.49999996211e-05,0.0215443465859,0.0500046908855,0.0111818294972,0.00577551778406,0.238565012813,0.0046114125289,-0.0812910422683,-2.29131054878,0.0576402917504,0.0138382995501,0.00707426294684,4.29007577896,0.0118508534506,1.63198125362,-5.30329751968,0.0664881393313,0.0171437785029,0.00999287702143,-1.22261118889,0.0134108094499,1.83831202984,5.118309021
1,True,1000000.0,1.49999996211e-05,0.0215443465859,0.0499968454242,0.0111791985109,0.00550359208137,-1.82983291149,0.0146969147027,-1.07812643051,3.54394197464,0.0589189566672,0.0143013186753,0.00391847314313,1.11629641056,0.017953120172,-1.14455163479,-1.31459879875,0.0694242566824,0.0182918254286,0.0113542098552,3.09871959686,0.00427930662408,0.624017059803,-5.26457595825
2,False,1000000.0,1.49999996211e-05,0.0215443465859,0.0479694493115,0.0105061559007,0.0740616694093,2.31916284561,0.00691625010222,-0.625531256199,-3.67272019386,0.0559394136071,0.0132303200662,0.0633479878306,1.11388146877,0.00191462680232,-1.28858268261,-3.12479496002,0.0668536871672,0.0172853525728,0.112980589271,-1.36858892441,0.00459223985672,0.174013152719,-0.644254922867
3,False,1000000.0,1.49999996211e-05,0.0215443465859,0.0477236062288,0.0104254940525,0.0819999501109,2.89177584648,0.0102220652625,0.869751989841,-2.02581548691,0.0571665242314,0.013668037951,0.122413694859,0.27153506875,0.00531658902764,-2.31953406334,-2.89482569695,0.0686218589544,0.0179756246507,0.0672501921654,-2.26501393318,0.0066610397771,-0.807831585407,-0.372392565012
4,True,1000000.0,1.49999996211e-05,0.0215443465859,0.0499947778881,0.0111785046756,0.00474777119234,2.43807935715,0.0134622827172,-0.0134446062148,-4.18861675262,0.058304194361,0.0140780722722,0.00454679923132,-0.193673729897,0.0132374167442,-1.01665139198,-3.57354450226,0.0679973512888,0.0177307967097,0.00645418697968,2.42665243149,0.00165772682521,-0.559482038021,-3.15033483505
5,False,1000000.0,1.49999996211e-05,0.0215443465859,0.0468931049109,0.0101545387879,0.113279052079,-3.07601475716,0.00700111873448,-2.19386577606,3.17888236046,0.0608197525144,0.0149989370257,0.131643548608,0.327830284834,0.00210526864976,1.58301639557,-0.236366197467,0.0693128481507,0.0182478129864,0.0179498996586,3.76023840904,0.0130777414888,3.09285187721,-2.03385257721
6,True,1000000.0,1.49999996211e-05,0.0215443465859,0.0500052794814,0.0111820260063,0.0072681424208,-3.22237873077,0.00909283384681,-1.5579855442,2.2809150219,0.0597065202892,0.0145890200511,0.00381899182685,-0.440557062626,0.00478645693511,-0.65362662077,-0.222275227308,0.0712341740727,0.0190117824823,0.00639872858301,-1.61753296852,0.0119565818459,1.18915140629,1.08366882801
7,True,1000000.0,1.49999996211e-05,0.0215443465859,0.0500552505255,0.0111987935379,0.00565510755405,-2.44868254662,0.0134368250147,0.434901386499,4.11459827423,0.0568592175841,0.0135579733178,0.00232436461374,-0.347666710615,0.0137427011505,0.136764198542,2.02020907402,0.0647367835045,0.0164708830416,0.00617555947974,0.281033545732,0.00567928515375,1.4366363287,4.26184225082
8,False,1000000.0,1.49999996211e-05,0.0215443465859,0.0496497303247,0.0110629787669,0.0380949489772,0.388275057077,0.00856946222484,2.59664225578,2.85106921196,0.055107485503,0.0129362791777,0.0671435371041,-2.40660595894,0.00280238850974,-0.870427668095,-0.651787936687,0.0638864561915,0.0161474309862,0.0390084385872,1.29875314236,0.00905841682106,2.11960291862,1.49513328075
9,False,1000000.0,1.49999996211e-05,0.0215443465859,0.0488450154662,0.0107951117679,0.0387083515525,0.807813465595,0.00276414118707,2.32305312157,4.55256223679,0.0558212064207,0.0131884058937,0.0846971273422,-1.91551601887,0.00321924895979,-0.651732087135,3.00053977966,0.0635705962777,0.0160278268158,0.0445269234478,1.61482965946,0.00643561733887,-0.986524999142,-0.542948961258
10,True,1000000.0,1.49999996211e-05,0.0215443465859,0.0499954074621,0.0111787160859,0.00122570351232,2.92019557953,0.00615971162915,0.297386914492,-1.91813242435,0.0589941218495,0.014328693971,0.00104061269667,1.88395619392,0.0112112388015,1.88155794144,0.974477052689,0.0695997998118,0.018361248076,0.00401772651821,1.87974298,0.0155636742711,-0.227717801929,-1.62500119209
11,True,1000000.0,1.49999996211e-05,0.0215443465859,0.0499127544463,0.011151005514,0.0102099757642,1.23284864426,0.00283774966374,-1.54767394066,-5.07412290573,0.0567495599389,0.013518772088,0.0102870147675,5.17214012146,0.0122055336833,2.69746756554,-1.05065071583,0.064066670835,0.0162158031017,0.00140891992487,3.38600373268,0.021584643051,1.54505956173,-1.18417930603
12,True,1000000.0,1.49999996211e-05,0.0215443465859,0.0499903522432,0.0111770210788,0.00869663339108,-1.87709605694,0.012308685109,0.0750265792012,3.16386651993,0.0573129914701,0.0137205999345,0.00226497277617,-2.24418663979,0.0149900959805,-1.71392929554,2.79652357101,0.0656803324819,0.0168322902173,0.00846766587347,2.18604588509,0.00939508434385,1.12680459023,0.84779304266
13,True,1000000.0,1.49999996211e-05,0.0215443465859,0.050001218915,0.0111806644127,0.00463381363079,-3.80755472183,0.0147144924849,-2.22305011749,0.66670268774,0.058316744864,0.0140826180577,0.00295441248454,1.04339778423,0.0144457099959,-1.10545194149,-4.48579692841,0.0680320933461,0.0177443865687,0.00454746233299,-0.812178373337,0.00607969192788,-2.43228697777,-4.52311134338
14,False,1000000.0,1.49999996211e-05,0.0215443465859,0.0492371506989,0.0109253693372,0.0351502522826,-0.889202535152,0.00363900791854,-2.93262290955,-3.06870317459,0.0568039417267,0.0135382087901,0.0886422768235,-3.88293218613,0.00431618699804,-2.90068745613,-0.0871859416366,0.0673225969076,0.0174675304443,0.0487345308065,5.34197854996,0.0107831722125,3.01720261574,-4.87988376617
15,True,1000000.0,1.49999996211e-05,0.0215443465859,0.0499822460115,0.0111743016168,0.0101490831003,5.06815290451,0.00117504037917,2.44843792915,-4.43295860291,0.0591180846095,0.0143738798797,0.0110078305006,3.42176413536,0.00555060850456,2.11983203888,-1.92985284328,0.0699293389916,0.0184918083251,0.016816129908,-0.315869957209,0.00874773133546,-2.96354198456,-1.73488998413
16,True,1000000.0,1.49999996211e-05,0.0215443465859,0.0500026345253,0.0111811403185,0.00973773282021,-0.114739321172,0.00858997553587,-2.53659772873,-3.08362317085,0.0595742873847,0.0145405810326,0.00111955520697,-1.22392213345,0.0132689215243,0.592983722687,3.82006716728,0.071011595428,0.0189227461815,0.00348982494324,-3.46517395973,0.012915270403,-1.72197258472,1.45122110844
17,True,1000000.0,1.49999996211e-05,0.0215443465859,0.0500340722501,0.0111916866153,0.00309863430448,1.03908622265,0.0158613342792,3.05481243134,3.71862483025,0.0591320693493,0.0143789798021,0.00735006993636,-3.22749018669,0.00998251698911,-1.6868724823,1.70280647278,0.0700362697244,0.0185342375189,0.00700265169144,-0.263513028622,0.0107002714649,-1.4917229414,-4.31011009216
18,True,1000000.0,1.49999996211e-05,0.0215443465859,0.050008520484,0.011183113791,0.00214293599129,-3.91890072823,0.00953752174973,-1.01901447773,3.35956287384,0.056992482394,0.0136056672782,0.0044016558677,3.57481455803,0.00785162113607,2.2294690609,1.14341235161,0.0649679526687,0.0165591854602,0.003032410983,3.61747837067,0.00803712103516,1.46188008785,-4.06251621246
19,False,1000000.0,1.49999996211e-05,0.0215443465859,0.0490036047995,0.0108477277681,0.0347183719277,5.82854318619,0.00939380843192,2.72967648506,-3.20138239861,0.0552875362337,0.012999731116,0.0819732248783,-3.79808497429,0.00929506216198,-0.764827013016,0.122040957212,0.0635551288724,0.0160219781101,0.0496900565922,-1.09609174728,0.00817981362343,-2.78501415253,-4.80693769455
20,False,1000000.0,1.49999996211e-05,0.0215443465859,0.0485072135925,0.0106833204627,0.0498472899199,-1.92792201042,0.0123918643221,-1.764529109,3.02383542061,0.0552360191941,0.0129815647379,0.0916962102056,0.778811395168,0.00658719614148,1.3209861517,0.300311923027,0.0641047507524,0.0162302646786,0.0628393664956,3.26540994644,0.0173642355949,0.238340973854,-5.78050279617
21,False,1000000.0,1.49999996211e-05,0.0215443465859,0.0480760224164,0.010541186668,0.0633600130677,-3.42099809647,0.0188151486218,-0.903921365738,2.69846820831,0.0567542724311,0.0135204549879,0.118748508394,-0.302460253239,0.00898275338113,1.72812259197,-0.438053488731,0.0676514655352,0.0175956785679,0.0591219477355,-3.47506117821,0.0117438649759,-3.12997579575,-2.61142802238
22,False,1000000.0,1.49999996211e-05,0.0215443465859,0.0491033084691,0.0108808511868,0.0468361116946,-1.45243120193,0.00366670591757,1.12279570103,3.29013371468,0.0563859827816,0.0133890639991,0.0769932791591,2.26803135872,0.0149372965097,2.05389595032,-0.433596104383,0.064927816391,0.0165438428521,0.0414987504482,0.0362617857754,0.0128381904215,-2.8008878231,-1.53957021236
23,False,1000000.0,1.49999996211e-05,0.0215443465859,0.0489969588816,0.0108455214649,0.0270956382155,-0.725089788437,0.015828916803,-0.845015287399,0.318223178387,0.0566868931055,0.0134963849559,0.0756392627954,2.71463799477,0.011286187917,1.3164948225,-3.39390540123,0.0657995641232,0.0168781466782,0.064733594656,-0.632861673832,0.0112893395126,1.32265627384,-0.059199616313
24,False,1000000.0,1.49999996211e-05,0.0215443465859,0.0493223890662,0.010953752324,0.0110218813643,-1.98589980602,0.015734564513,-0.665572583675,-1.17442500591,0.0577218644321,0.0138676865026,0.0302994400263,-2.34189224243,0.0145154586062,0.435188055038,2.89458155632,0.0630009323359,0.015812870115,0.0468642823398,1.01028800011,0.0115073127672,0.121049232781,-0.450479030609
25,True,1000000.0,1.49999996211e-05,0.0215443465859,0.0499991104007,0.0111799575388,0.011362016201,0.259154528379,0.00610296521336,3.12570977211,2.69288921356,0.0600001513958,0.0146967731416,0.00443020043895,5.10547590256,0.00703002186492,2.4498398304,-4.6924238205,0.0719969943166,0.0193179827183,0.00291960779577,-4.10974311829,0.00458140717819,-1.31187355518,0.381060928106
