Sim_ID,daOverRH1,daOverRH2,P2/P1,P3/P2,predprob,predstable,Norbits_instability,Stable
2400,6.98341450146,5.18052709898,1.23395727695,1.17199575653,0.0139143802226,False,351185.195863,False
2690,5.29489562068,7.21281225719,1.17589468052,1.24191723548,0.00812353286892,False,14222.4321035,False
4590,7.23840607827,5.2347263685,1.24280638237,1.17384291952,0.0115007422864,False,206654.727675,False
602,6.33906163355,7.94171119639,1.21169011838,1.26732250629,0.181064158678,False,2985168.2905,False
4077,5.634203818,8.6963026822,1.18748736397,1.29380331162,0.0762509033084,False,273382.65057,False
2255,7.38589185523,5.55174186421,1.24793427114,1.18466651223,0.00990940630436,False,27740.3555963,False
1886,7.06061128786,7.78177147604,1.23663405222,1.26173324089,0.250105649233,False,10000000.0,True
4287,7.53671945089,6.4627003282,1.25318562469,1.21595226433,0.0557708740234,False,248324.954535,False
4660,6.53106640338,6.12243433591,1.21831116077,1.20423445289,0.0147957270965,False,40812.6093403,False
853,8.45358867327,7.97814520743,1.28526586664,1.26859688316,0.924897551537,True,10000000.0,True
2765,5.73380429958,5.97271896839,1.19089746965,1.19909066761,0.0102144284174,False,37288.4472021,False
165,8.84730642206,8.56627596705,1.29912435473,1.28922728969,0.989146471024,True,10000000.0,True
2665,8.76097645331,6.68186282602,1.29608138318,1.22351961095,0.688917517662,False,10000000.0,True
1255,5.52276394906,8.3601894116,1.18367576903,1.28198557897,0.0156177133322,False,104624.535843,False
4144,7.05108762607,8.58357432091,1.23630371758,1.28983575784,0.966198086739,True,10000000.0,True
272,6.4355199952,7.60896789667,1.21501486001,1.25570369639,0.194171413779,False,261955.383943,False
2786,6.74677229681,6.94431685033,1.22576383795,1.23260231561,0.0388540960848,False,1787561.18622,False
2790,8.14796721989,7.22760500976,1.27454249117,1.24243112006,0.557369351387,False,776333.296285,False
1722,6.61714391558,6.21953308537,1.2212833375,1.20757440541,0.00931761134416,False,198862.654586,False
529,5.60892131162,8.09463774651,1.18662226433,1.27267438463,0.0293330028653,False,60330.2665327,False
4475,5.8806434136,6.84386049509,1.19593086561,1.22912319367,0.00914999190718,False,54205.6222815,False
3502,6.22314345983,7.00168183121,1.20769865251,1.23459051661,0.110850214958,False,296964.285212,False
31,5.44959544426,6.57134944626,1.18117539773,1.21970179653,0.0134093100205,False,26721.8030557,False
2476,5.77240002839,7.40772365918,1.1922197802,1.24869393257,0.0313174426556,False,6449.73953723,False
4712,5.1369975318,7.30605847743,1.17051292936,1.24515769471,0.0287406947464,False,14628.8972789,False
3822,5.52529295231,5.4740547265,1.18376222361,1.18201104344,0.00236458680592,False,5323.70633301,False
2502,7.49019670753,8.11446182996,1.25156506179,1.2733687064,0.125477716327,False,618963.287732,False
521,8.43344903915,6.00529543793,1.28455830361,1.20020927567,0.0230791438371,False,873147.504077,False
2358,6.87013134115,7.75670949418,1.23003271962,1.26085816954,0.36967509985,False,8431090.62436,False
241,8.01292676049,6.41640144355,1.26981385903,1.2143556377,0.350421249866,False,1081143.94158,False
2674,7.58764494323,7.4380380009,1.25496035314,1.24974900847,0.121654428542,False,1877824.79006,False
4260,5.52484088819,8.89122665487,1.18374676953,1.30067337443,0.0144367413595,False,1272741.85731,False
4690,6.78199644953,6.69367077154,1.22698227708,1.2239277654,0.0736342519522,False,116740.325427,False
2908,8.44364578619,5.15979959181,1.2849165283,1.17128959961,0.0343810431659,False,85673.7127359,False
3392,8.92948575127,7.32012583447,1.30202323297,1.24564680276,0.863699436188,True,10000000.0,True
1055,6.39247026851,7.27512614838,1.21353064021,1.24408243353,0.106089994311,False,285173.535859,False
129,8.12811614633,6.08718913937,1.27384701058,1.20302286984,0.058866776526,False,534080.581785,False
4054,5.58637831007,7.83156785959,1.18585108045,1.26347254612,0.0119923865423,False,17184.7576454,False
3655,7.01483393941,6.10847786036,1.23504650316,1.20375463878,0.0613894499838,False,1822032.59705,False
757,5.73670549566,5.76023270043,1.19099684919,1.1918028683,0.00794727820903,False,86710.6076261,False
2015,7.56088857802,8.91765976071,1.25402780254,1.3016059383,0.886703431606,True,10000000.0,True
4950,6.68770744901,7.05878061537,1.22372163088,1.23657055196,0.01503226161,False,14418.5774148,False
4843,6.10361909578,8.45164891248,1.20358761259,1.28519771177,0.464368849993,False,1782904.54741,False
2289,7.00009201246,5.77043851245,1.23453540087,1.19215256594,0.00678673572838,False,106388.856716,False
1093,7.3860690115,7.85802855774,1.24794043486,1.2643970994,0.351439327002,False,4009170.09873,False
89,7.42721115655,8.99091140205,1.24937215119,1.30419143089,0.965196430683,True,10000000.0,True
400,6.01518347221,8.25161189119,1.20054887881,1.27817572748,0.0938565954566,False,3575016.62817,False
1540,7.01416214167,5.28929594552,1.23502321041,1.17570368229,0.0512541905046,False,7232733.06532,False
3016,6.19379797194,5.13262925797,1.20668888186,1.17036415958,0.0182080492377,False,90940.1155879,False
3396,6.81296294285,5.4071166272,1.2280537727,1.17972458738,0.00832541007549,False,17911.5601793,False
1121,5.97284125559,7.42160441958,1.19909486591,1.24917700881,0.270722359419,False,10000000.0,True
2087,5.59586965034,6.84468911162,1.1861757537,1.22915187788,0.0236463882029,False,254434.42414,False
4714,6.59231212521,8.52614461626,1.22042567105,1.28781604139,0.839833855629,True,10000000.0,True
3700,8.4783713617,7.32769055585,1.28613673169,1.24590984709,0.534500300884,False,2729312.3289,False
924,6.35048510006,5.26721461684,1.21208370564,1.17495061484,0.0186981968582,False,19370.6722111,False
214,6.42139725137,6.19673033476,1.21452788537,1.20678977118,0.0092893736437,False,88062.0708712,False
3304,5.81419204236,6.9736947048,1.19365214867,1.23362038314,0.0612073391676,False,77530.6911717,False
4283,7.97221475757,6.66918637226,1.2683894206,1.22308148606,0.321093827486,False,10000000.0,True
1538,7.53669980497,7.22697805726,1.2531849402,1.24240933896,0.247185885906,False,10000000.0,True
3242,7.50366821827,8.01719069431,1.2520342535,1.26996307724,0.690762758255,False,10000000.0,True
1473,8.68605010837,7.19224533227,1.29344229705,1.24120288004,0.966689109802,True,10000000.0,True
1777,8.01480635981,8.04053623224,1.26987963565,1.27078016724,0.870042443275,True,2408925.29185,False
2620,6.94186181204,7.62385837246,1.23251725064,1.25622288279,0.515541195869,False,10000000.0,True
2030,6.48807364429,7.00362187631,1.21682756485,1.23465777489,0.138258472085,False,283839.186224,False
1620,5.92506802383,7.95074276539,1.19745505973,1.26763836975,0.161895439029,False,7140220.27911,False
2070,8.50193575252,5.32856463707,1.28696496802,1.17704330937,0.286013305187,False,550400.192424,False
4119,6.23995154254,6.86808433284,1.20827714109,1.22996184199,0.103173419833,False,8210490.65645,False
703,5.61892388703,8.88640179188,1.18696450055,1.30050317661,0.0645518600941,False,408694.158917,False
4834,6.5104443415,6.09124576025,1.2175994586,1.20316229886,0.0058547379449,False,541201.300567,False
4200,5.79656760086,5.21877005513,1.19304802331,1.17329901237,0.00503264553845,False,3523.41386971,False
77,6.30362457627,5.96197406036,1.21046943139,1.19872178613,0.0168629139662,False,271837.488287,False
2525,5.63812046426,6.79400626328,1.18762139992,1.22739780108,0.210291445255,False,1332983.30587,False
4916,5.00452007852,5.71906711129,1.16600396038,1.19039269479,0.0204270035028,False,2160.76393882,False
155,7.15754619179,8.57450998682,1.23999797777,1.28951690871,0.761461555958,False,10000000.0,True
3491,7.38129535494,6.5970915144,1.24777435056,1.22059073114,0.0378922186792,False,72861.4877029,False
2728,6.25444446862,7.69685412878,1.20877602241,1.25876906142,0.393679648638,False,1532983.14497,False
1186,7.61440500805,7.69192874061,1.25589326378,1.25859720398,0.670487821102,False,4200476.9652,False
4019,7.52315246372,6.78461008198,1.25271296308,1.22707270149,0.054802339524,False,486899.764833,False
1656,8.19495868355,6.94588474951,1.27618933715,1.23265664291,0.920320510864,True,10000000.0,True
1883,6.53734687567,7.13597310536,1.218527938,1.23924906503,0.101730778813,False,877674.050875,False
3787,6.89645656661,7.74809502203,1.23094435334,1.26055743089,0.505703926086,False,527720.527902,False
4174,7.4328434259,7.08413368639,1.24956819259,1.23745006868,0.216802835464,False,3450256.57568,False
3205,8.57434434492,6.13395720288,1.28951108215,1.20463064924,0.504116296768,False,7351730.18708,False
4404,6.74444481045,8.77712535396,1.22568334206,1.29665042131,0.787523508072,True,2993244.33346,False
3316,5.84738439069,6.75678848362,1.19479018288,1.22611026709,0.0102740116417,False,24759.8427912,False
3675,5.01301318841,5.88599493765,1.16629285564,1.19611444054,0.014417514205,False,11726.238815,False
1505,5.31324544377,7.31293677061,1.17652064396,1.24539683814,0.0539499111474,False,4573.92973233,False
941,7.13115085346,7.95444613263,1.23908168033,1.26776789617,0.507789134979,False,10000000.0,True
